ou_mean,ou_std,PV2_V_num_-200_0,PV2_V_mean_-200_0,PV2_V_median_-200_0,PV2_V_num_-200_-70,PV2_V_mean_-200_-70,PV2_V_median_-200_-70,PV2_V_num_-70_-50,PV2_V_mean_-70_-50,PV2_V_median_-70_-50,PV2_V_num_-50_0,PV2_V_mean_-50_0,PV2_V_median_-50_0,PV3_V_num_-200_0,PV3_V_mean_-200_0,PV3_V_median_-200_0,PV3_V_num_-200_-70,PV3_V_mean_-200_-70,PV3_V_median_-200_-70,PV3_V_num_-70_-50,PV3_V_mean_-70_-50,PV3_V_median_-70_-50,PV3_V_num_-50_0,PV3_V_mean_-50_0,PV3_V_median_-50_0,PV4_V_num_-200_0,PV4_V_mean_-200_0,PV4_V_median_-200_0,PV4_V_num_-200_-70,PV4_V_mean_-200_-70,PV4_V_median_-200_-70,PV4_V_num_-70_-50,PV4_V_mean_-70_-50,PV4_V_median_-70_-50,PV4_V_num_-50_0,PV4_V_mean_-50_0,PV4_V_median_-50_0,PV5A_V_num_-200_0,PV5A_V_mean_-200_0,PV5A_V_median_-200_0,PV5A_V_num_-200_-70,PV5A_V_mean_-200_-70,PV5A_V_median_-200_-70,PV5A_V_num_-70_-50,PV5A_V_mean_-70_-50,PV5A_V_median_-70_-50,PV5A_V_num_-50_0,PV5A_V_mean_-50_0,PV5A_V_median_-50_0,PV5B_V_num_-200_0,PV5B_V_mean_-200_0,PV5B_V_median_-200_0,PV5B_V_num_-200_-70,PV5B_V_mean_-200_-70,PV5B_V_median_-200_-70,PV5B_V_num_-70_-50,PV5B_V_mean_-70_-50,PV5B_V_median_-70_-50,PV5B_V_num_-50_0,PV5B_V_mean_-50_0,PV5B_V_median_-50_0,PV6_V_num_-200_0,PV6_V_mean_-200_0,PV6_V_median_-200_0,PV6_V_num_-200_-70,PV6_V_mean_-200_-70,PV6_V_median_-200_-70,PV6_V_num_-70_-50,PV6_V_mean_-70_-50,PV6_V_median_-70_-50,PV6_V_num_-50_0,PV6_V_mean_-50_0,PV6_V_median_-50_0
0.024,0.0134210526315789,286344,-44.64349787828912,-46.38455843420194,982,-74.9701118935319,-73.1364256206518,81489,-54.49936129150192,-53.71482817625951,203873,-40.55798783702686,-43.955215612006974,286780,-44.73621413698496,-46.42892628736771,919,-75.03062841843943,-73.12804306928548,83522,-54.53744191343962,-53.73303235171595,202339,-40.55284507284158,-43.93812544258761,286400,-44.68691334661263,-46.36089015365596,1149,-76.63796667741506,-73.33067306238752,81345,-54.5465498805495,-53.79418991672843,203906,-40.57352828619172,-43.972157842767515,286295,-44.673882901143216,-46.374960747088934,836,-74.43790612523064,-73.22966790095529,82283,-54.595056617905534,-53.81356509999448,203176,-40.53349889736478,-43.93675121422336,287016,-44.761993096116925,-46.492747448426805,831,-75.5612604957516,-73.6872040234358,84815,-54.47297125098791,-53.6698401964304,201370,-40.54472734940948,-43.94121721700145,286629,-44.72769471266303,-46.464235688365605,833,-74.19153077344146,-73.15245812713896,83180,-54.532087313839696,-53.78701920440898,202616,-40.581562363764114,-44.02426079635062
0.022,0.0102631578947368,286611,-44.68897334471785,-46.78494015584739,169,-72.98312498502466,-72.94077538784812,78391,-53.77553774493304,-53.11971852366885,208051,-41.24228680380007,-44.8231886724716,287111,-44.787868182593826,-46.838216203386345,162,-73.17041660739368,-72.96416921013926,80481,-53.78406102529776,-53.07964730139845,206468,-41.258892413862256,-44.83372569392219,286910,-44.74761557528161,-46.80556262667893,258,-76.09547807314574,-75.24036389820859,78484,-53.78215523701813,-53.100759820215735,208168,-41.302539678236066,-44.87209545403255,286777,-44.7101539967273,-46.79197939765712,83,-72.18850546657826,-70.97414655715923,78997,-53.80431388845899,-53.14040018789265,207697,-41.24023362166591,-44.805934579989874,287272,-44.835116768018906,-46.90956453749395,125,-73.99466915357344,-73.15550033095076,81609,-53.73473023140564,-53.00617980782343,205538,-41.28378563128641,-44.897432104241055,287193,-44.81741905901871,-46.91969770812547,80,-71.70388374843556,-71.34196455500651,81347,-53.75102391255888,-53.08365709030995,205766,-41.27517752642302,-44.887862460244136
0.04,0.0102631578947368,260023,-39.029958578534945,-41.03539547224541,0,,,34180,-53.67114807406858,-53.39689539085744,225843,-36.81410129291025,-39.974958855680356,260611,-39.043219124428234,-41.063759101875725,0,,,33582,-53.595226691145335,-53.35227394509529,227029,-36.89069447733251,-40.01292719827421,260247,-39.00473050799612,-40.99052634892416,0,,,33828,-53.628753407895985,-53.37399614808708,226419,-36.8198368080071,-39.948834077661324,260241,-39.009215084433656,-41.01469341396542,0,,,33928,-53.61024640444679,-53.365449944154804,226313,-36.820282983204805,-39.95748118902606,260597,-39.083416474553005,-41.0914490707493,0,,,33932,-53.632796565714564,-53.38421161878941,226665,-36.905358259772186,-40.04741658829453,260681,-39.09763943431005,-41.1317847869522,0,,,33572,-53.63661460352778,-53.382927472193515,227109,-36.94844026395142,-40.100182010060884
0.002,0.0102631578947368,319996,-72.97855819336573,-70.60711424756005,165804,-83.24522422297304,-80.67082072149489,152663,-62.09451697623918,-62.510103485720826,1529,-46.38345679190611,-48.291094634444356,319996,-73.29743245650724,-70.89906113342315,168618,-83.26523035962852,-80.50021702774583,150555,-62.2719514928365,-62.721159572690105,823,-48.01327651112477,-49.20172970735768,319996,-72.87230485600985,-70.69665130192519,166534,-82.74958134361006,-79.94164911457406,152099,-62.286526447790706,-62.67279365680829,1363,-47.32861265183548,-48.775498544046876,319996,-72.8921870219539,-70.50957402726954,164636,-83.12033506864732,-80.41191221637214,154020,-62.18748807212861,-62.617791416355544,1340,-46.63573212394569,-48.45655975630585,319996,-73.5619442182475,-71.41915513889874,173900,-83.0435586969803,-80.5191784076074,145149,-62.37107713990685,-62.84705383551311,947,-47.680642953653624,-48.97052869965259,319996,-73.48676911477999,-71.25854232726249,172247,-83.040128516136,-80.25687864639409,146632,-62.47048093107829,-62.87434465231124,1117,-46.4526349582705,-48.37635787266546
0.022,0.0071052631578947,283013,-43.92042609140805,-46.35346564398558,0,,,55156,-53.0843670276722,-52.385573509457004,227857,-41.70216496148629,-45.22616990457235,283238,-43.968432824839525,-46.41847949210806,0,,,55718,-53.026474339216215,-52.32947553838496,227520,-41.75018406825533,-45.28041845120937,283092,-43.92798315842568,-46.36658424905766,0,,,54456,-53.10616242838396,-52.45022329765759,228636,-41.74194539392296,-45.27077559272756,283100,-43.92789136156385,-46.38755361687657,0,,,54627,-53.0543300656053,-52.40297767383327,228473,-41.745795590572676,-45.27436295938867,283384,-43.99043860208982,-46.45016302049234,0,,,55666,-53.0582870041395,-52.375536959871965,227718,-41.773789724317744,-45.319579604480865,283246,-43.98359215785797,-46.43358465060877,0,,,55760,-53.05903462161883,-52.371575873857694,227486,-41.7590742895966,-45.30229100235904
0.018,0.0007894736842105,287523,-45.00482530675268,-47.769479913099254,0,,,48265,-52.593796662914066,-50.609385092576126,239258,-43.47391849274799,-47.112250616102315,287633,-44.999106487659404,-47.774321308113656,0,,,48469,-52.58489329034331,-50.60761458056299,239164,-43.46177018060949,-47.115701101868396,287651,-44.99814525581527,-47.77702051025658,0,,,48640,-52.57704078551251,-50.60702282588504,239011,-43.45580001411313,-47.11227707353767,287601,-44.996797893706116,-47.770792267273094,0,,,48180,-52.597868734936355,-50.62168884274776,239421,-43.467192749919725,-47.11497973190177,287593,-45.01541470664252,-47.78022933508014,0,,,48917,-52.565544342082845,-50.59777533256435,238676,-43.468004445967644,-47.11647947119401,287582,-45.02106654853641,-47.78043098265607,0,,,48828,-52.56879133620038,-50.59749902559099,238754,-43.47746809183178,-47.11940956956634
0.038,0.0047368421052631,262959,-38.64442378835732,-40.663097259951925,0,,,24955,-52.74508135220816,-52.983136051719,238004,-37.165953218510175,-40.093596132335165,263099,-38.66524659101405,-40.694630050048104,0,,,24930,-52.74224276970989,-52.99095169219375,238169,-37.19175711616685,-40.12072001078932,262936,-38.648806400815744,-40.66700329228607,0,,,24911,-52.74737921703391,-52.99752983636956,238025,-37.17329102459556,-40.100067851907546,262939,-38.64423884364879,-40.65984556450511,0,,,24949,-52.746210549795855,-52.99815544643028,237990,-37.165899030645456,-40.087709889441086,263089,-38.680790480686674,-40.706680578989236,0,,,24843,-52.757464331739904,-53.01620641403901,238246,-37.212951320819485,-40.13933087089023,263133,-38.684424508540964,-40.721566573636714,0,,,24873,-52.76159023010751,-53.011021265879336,238260,-37.214847815044266,-40.14880105275522
0.024,0.0126315789473684,285289,-44.40798299972112,-46.2620914212186,539,-74.81941962582226,-73.86873000865475,77175,-54.30666797673998,-53.598724502876806,207575,-40.64875006009497,-44.07107666459164,285659,-44.46597455093943,-46.29585809426681,524,-74.86808343541308,-73.61197707722093,79057,-54.25651241756493,-53.515329891202086,206078,-40.63275966542385,-44.07072142816225,285269,-44.396060756450396,-46.22071326512166,588,-76.89378448818516,-74.18589658443426,76383,-54.31649345197927,-53.62496052284759,208298,-40.666495075854115,-44.08893694309603,285260,-44.38819993784484,-46.242337878458365,465,-74.14928430422026,-72.95577496786517,77562,-54.31418046129836,-53.61718002714535,207233,-40.606380413008225,-44.03628636059351,285870,-44.52424334533452,-46.362741563227885,500,-74.95136161264885,-72.81851074589227,80660,-54.20262245672311,-53.45944807343097,204710,-40.63644295327618,-44.05897050988014,285690,-44.5111855120087,-46.35905115277424,492,-73.80349880351267,-73.19978221114548,79369,-54.26538901333472,-53.54655800783847,205829,-40.67988284894294,-44.13908293308752
0.024,0.0039473684210526,277449,-42.68060722302809,-45.326798049177306,0,,,28108,-53.982711574193566,-54.352744926578374,249341,-41.40653056053552,-44.810754842222465,277533,-42.701046382391716,-45.33663767845205,0,,,28133,-53.9898034494017,-54.35807797831474,249400,-41.42764380594347,-44.818742377431775,277399,-42.67913542599055,-45.31104327373845,0,,,28068,-53.987900573413405,-54.389658341326076,249331,-41.406071025022094,-44.80302009727935,277400,-42.67907442190696,-45.327337356296866,0,,,27955,-54.00026637377711,-54.37907073724295,249445,-41.41032210771132,-44.80833915546836,277602,-42.72585703146706,-45.36910710064615,0,,,28150,-53.9839557896502,-54.37837250090875,249452,-41.4554102920428,-44.84788764496959,277552,-42.71036564072884,-45.362818036664386,0,,,28025,-54.01083555972857,-54.393985227333104,249527,-41.44118166673016,-44.851586821931264
0.02,0.0086842105263157,289802,-45.37758775276359,-47.570667317169566,96,-71.05176578695426,-70.80392584127695,88571,-53.48940535955371,-52.77686272030427,201135,-41.793246298803346,-45.54319875741954,290082,-45.43692413895756,-47.60895090068257,37,-71.52380012572557,-71.52162446539322,89316,-53.51815417890128,-52.80708368779659,200729,-41.836306606567504,-45.595618233568324,289930,-45.408983778025245,-47.57310989276435,140,-74.76123447181551,-72.99898085820033,88603,-53.50264774550983,-52.78544230104974,201187,-41.82409895143026,-45.57273421827881,289685,-45.35382241188303,-47.52171869681777,9,-70.71138903382298,-70.80378067485603,87974,-53.543732004668655,-52.84496082590353,201702,-41.78059396290723,-45.51497750327904,290294,-45.47541704462778,-47.6590011513063,52,-72.25058545246824,-71.98910267704096,90330,-53.445727205460024,-52.73686979515715,199912,-41.867077247191,-45.6429378521221,290129,-45.464280782630546,-47.644066642632396,27,-71.20409300572685,-71.28563731662292,90103,-53.49463646869787,-52.80649667892861,199999,-41.842992109628476,-45.6192317225998
0.004,0.0007894736842105,319996,-64.43510792410109,-64.42322957745728,0,,,319996,-64.43510792410109,-64.42322957745728,0,,,319996,-64.45944784999065,-64.44453910903763,0,,,319996,-64.45944784999065,-64.44453910903763,0,,,319996,-64.44063322136006,-64.43069137865487,0,,,319996,-64.44063322136006,-64.43069137865487,0,,,319996,-64.43584906171444,-64.42014196486411,0,,,319996,-64.43584906171444,-64.42014196486411,0,,,319996,-64.47882737519971,-64.47153482153948,0,,,319996,-64.47882737519971,-64.47153482153948,0,,,319996,-64.48025840026669,-64.46236487401256,0,,,319996,-64.48025840026669,-64.46236487401256,0,,
0.01,0.0118421052631578,318875,-57.698204513907456,-56.54567460579643,37573,-78.10033445274404,-75.82973501724176,218383,-58.17755749879171,-57.457853770147764,62919,-43.851007783350994,-45.85977401792216,319012,-57.92192293667769,-56.707308941022774,38779,-78.12113663257476,-75.98469190914831,220255,-58.194219203787064,-57.44078425459064,59978,-43.86210229868759,-45.912161880418296,318966,-57.674406216431734,-56.58280961610937,36853,-77.97109288431213,-75.55343808832002,221458,-58.077880483221264,-57.3920942348242,60655,-43.86933824271032,-45.85934468761503,318978,-57.6053617504636,-56.46508762276004,36859,-77.9849875674549,-75.75657292873477,220124,-58.07693477268706,-57.3488919587054,61995,-43.81429524619072,-45.76924457362109,319240,-58.1131757590275,-57.000751481374195,39241,-77.66179513312969,-75.42465326815471,222759,-58.29794690548052,-57.63127263126994,57240,-43.992511736108675,-45.98526575143018,319206,-58.07617297556398,-56.9027025190685,38402,-77.87746351071958,-75.66334216817063,224040,-58.24296808535049,-57.528144384697,56764,-44.02187913567219,-46.06915180726811
0.034,0.0023684210526315,266189,-39.66451971212962,-41.9007362174932,0,,,25694,-53.13756793088007,-53.48758998894469,240495,-38.22508645600131,-41.350211074390906,266168,-39.68258056446096,-41.912913343345565,0,,,25809,-53.12830421929832,-53.463521790228626,240359,-38.23882068108776,-41.35447245312753,266181,-39.667791692570056,-41.90249482497383,0,,,25789,-53.12762760145378,-53.456877963980986,240392,-38.223834704591255,-41.34439012912311,266116,-39.67599046921134,-41.903973576667426,0,,,25842,-53.12225345509494,-53.437199475300375,240274,-38.22981515235973,-41.342466083887146,266221,-39.686937913764815,-41.92227051764627,0,,,25746,-53.142462916125865,-53.48435242626619,240475,-38.24634763739184,-41.364153876464435,266233,-39.68467182865582,-41.9188175569613,0,,,25713,-53.14545961076422,-53.47723450398927,240520,-38.24563459166366,-41.365871001047495
0.02,0.0047368421052631,285170,-44.42022643724838,-47.05126417182777,0,,,53116,-52.85203594110488,-51.87154418070581,232054,-42.490227412853876,-46.137095911457976,285327,-44.473195719668475,-47.102323474823244,0,,,54366,-52.78260101360856,-51.781275921305564,230961,-42.51724156199531,-46.14984771818472,285208,-44.427360951010826,-47.07196449869262,0,,,52719,-52.84302716623337,-51.863837578358094,232489,-42.51903192382969,-46.165933366017725,285124,-44.405577967082486,-47.04856400314394,0,,,53144,-52.82944811106002,-51.86464941247988,231980,-42.47576438431006,-46.12108173310304,285348,-44.48254467873485,-47.11479041007283,0,,,54261,-52.80098707359754,-51.804744987272855,231087,-42.52931060331025,-46.178258612382294,285330,-44.489273564969814,-47.121560190335444,0,,,54015,-52.8133888689262,-51.84519798562097,231315,-42.54548657258625,-46.18935337797197
0.004,0.001578947368421,319996,-64.49401356765935,-64.44044532951413,261,-70.6188811498874,-70.54766650486529,319735,-64.48901383213163,-64.438791144596,0,,,319996,-64.54169567603554,-64.48212231030375,272,-70.57737259875229,-70.4034839567297,319724,-64.5365609219258,-64.48035012116236,0,,,319996,-64.50317795293427,-64.4542688604271,478,-70.85457202224369,-70.53705373883417,319518,-64.49367624609728,-64.45135831708072,0,,,319996,-64.49438058633477,-64.43418272156947,301,-70.35472556328027,-70.29659937992976,319695,-64.48886294033447,-64.43218131092851,0,,,319996,-64.5794103324379,-64.53623875593149,267,-70.73423428591501,-70.55218656899633,319729,-64.57427054844715,-64.5346887164905,0,,,319996,-64.58091777572582,-64.51891606784118,333,-70.59847278943377,-70.40164755836726,319663,-64.57464915589941,-64.51680754121051,0,,
0.01,0.0102631578947368,319136,-56.94819591668764,-56.224701687420605,25131,-76.37553669732408,-74.68685651096068,238428,-57.88979876902097,-57.16510885912339,55577,-44.12395232609613,-46.428032861267425,319231,-57.1109053699019,-56.34498230277792,26206,-76.27320733212225,-74.47370707525525,239354,-57.93002126789227,-57.1617805783457,53671,-44.10153435260126,-46.404566478319595,319267,-56.96130891575262,-56.265112941314754,24294,-76.42658140335928,-74.4311577022873,241377,-57.835628428161,-57.12067591189213,53596,-44.20046947324735,-46.53198848633665,319302,-56.88671157168579,-56.16417498017181,24893,-76.27415512261629,-74.35493268922848,239498,-57.80710550766997,-57.073385875646885,54911,-44.08337272894655,-46.25227859404842,319334,-57.35620097831001,-56.65713917431022,25980,-76.0601048243186,-74.29337392013446,243950,-58.03618139553959,-57.35139038585693,49404,-44.162762295157776,-46.45297955143114,319329,-57.28979676136547,-56.54609619799,25089,-76.28573485831764,-74.45644261324213,244693,-57.9864828256724,-57.26119187085414,49547,-44.23021103371531,-46.573999089118935
0.008,0.0142105263157894,319504,-62.52212584096907,-59.9363132678163,79907,-82.29367556944605,-79.05885950352287,190610,-58.980740358672456,-58.46788364651181,48987,-44.0506591789393,-45.58198625997307,319559,-62.761343964784054,-60.08722500373632,80566,-82.4819729811006,-79.23111535285493,191626,-59.08401783397806,-58.60383365291582,47367,-44.09558721036159,-45.70460702501982,319604,-62.49452759283572,-60.00547771196095,77030,-82.27043294033524,-79.1623952388131,196128,-59.06557749986964,-58.62498782866258,46446,-44.175945474146594,-45.71276308381204,319609,-62.444792570186415,-59.87555040135061,78019,-82.31542708757813,-79.1285714139512,193371,-59.01163264647321,-58.49375820999762,48219,-44.06171812227087,-45.51919862703248,319652,-63.12135810078235,-60.64775544532196,82820,-82.08577418003802,-79.05985652564382,193614,-59.230453751055556,-58.80949790715198,43218,-44.21027047720057,-45.763398643004464,319591,-63.024988244731965,-60.50966476157299,81180,-82.22035185036532,-79.1474145997098,195290,-59.18526709200048,-58.76189468815356,43121,-44.2772673294383,-45.982134474088724
0.038,0.0094736842105263,262665,-39.229437320325964,-41.30143340795125,0,,,31032,-53.450759328642754,-53.34372674393459,231633,-37.32419901420341,-40.429603007218894,262917,-39.251798023155665,-41.31118298549214,0,,,30724,-53.417215874717805,-53.31791987335687,232193,-37.3774163748226,-40.44962205234371,262766,-39.20824909656013,-41.269163283507424,0,,,30628,-53.42604592902631,-53.33267325004401,232138,-37.33237060452188,-40.415373309305984,262677,-39.22787740598135,-41.28548861115238,0,,,30773,-53.410661584091095,-53.30634823323232,231904,-37.34586235875072,-40.42595119527099,263182,-39.27857543969028,-41.33924476106268,0,,,30753,-53.41787752508144,-53.33818301801429,232429,-37.40778497450722,-40.48329316061981,263046,-39.28244858760218,-41.336351344646246,0,,,30618,-53.44024080231518,-53.345606636724526,232428,-37.417426808685356,-40.4918829412196
0.04,0.001578947368421,261166,-38.09549155867929,-39.995098769480975,0,,,24077,-52.49267811036109,-52.76584429896002,237089,-36.63342009773072,-39.422395179485484,261212,-38.09378648103633,-40.00002167656787,0,,,24103,-52.49369128704858,-52.76602019911581,237109,-36.62998331228563,-39.4274133447265,261154,-38.09513454462739,-39.99450356343587,0,,,24170,-52.483505726737434,-52.754511096044446,236984,-36.62766445604927,-39.424567841032676,261179,-38.09256699321961,-39.993709045997036,0,,,24128,-52.48641003084206,-52.75817000978424,237051,-36.62750401178627,-39.42557273441539,261213,-38.10261042335362,-40.00944981101803,0,,,24136,-52.494078437441146,-52.76058724747509,237077,-36.63746419665084,-39.44107244896842,261265,-38.0977454188332,-40.006730686265904,0,,,24144,-52.4918859363391,-52.76076936129009,237121,-36.63211340541109,-39.438226036384506
0.024,0.0047368421052631,277803,-42.74522133804755,-45.342043137010826,0,,,30219,-53.75955919800309,-53.97710365888009,247584,-41.40086033010682,-44.78030550633256,277925,-42.78084148855319,-45.387202810944096,0,,,30247,-53.77208770960485,-54.012299238090144,247678,-41.4385655316731,-44.823468162606694,277792,-42.73865347193998,-45.341601254751005,0,,,30161,-53.7863753831969,-54.02145694401626,247631,-41.39306127804899,-44.78358434522001,277810,-42.74873533429679,-45.34966987686926,0,,,30332,-53.75047318917072,-53.98023898222457,247478,-41.40031360543995,-44.77548289473975,277975,-42.801577290073,-45.403686775293885,0,,,30484,-53.75237113724604,-53.98351464450879,247491,-41.45274440468635,-44.83269604188689,278015,-42.7957164421973,-45.41458990174429,0,,,30568,-53.745885886522935,-53.952804559968655,247447,-41.44300341850277,-44.84287175443952
