ou_mean,ou_std,PV4_r,PV4_cv
0.038,0.0047368421052631,176.7997311827957,0.04318088611447824
0.02,0.0134210526315789,86.8010752688172,0.9735395686401267
0.026,0.0134210526315789,134.66935483870967,0.4371922152743613
0.014,0.0047368421052631,37.18413978494624,1.1494028121890263
0.008,0.0023684210526315,0.0,
0.024,0.0031578947368421,147.94892473118279,0.05417606123843752
0.004,0.0086842105263157,0.0,
0.04,0.0055263157894736,182.30107526881721,0.08164450065431107
0.03,0.0110526315789473,156.46908602150538,0.18404890588429032
0.014,0.0110526315789473,27.267473118279568,1.438100632403301
0.032,0.0094736842105263,163.80241935483872,0.1257308941138558
0.024,0.0110526315789473,131.58064516129033,0.38617559455287015
0.034,0.0055263157894736,169.81182795698925,0.04770531392813598
0.028,0.0071052631578947,155.7540322580645,0.10119826150136291
0.024,0.0055263157894736,145.21236559139786,0.11026531217358268
0.026,0.0063157894736842,150.93279569892474,0.1048466281557222
0.004,0.0134210526315789,0.053763440860215055,
0.018,0.0023684210526315,119.28763440860214,0.09917404648742427
0.036,0.0055263157894736,173.27956989247312,0.04915606371888788
0.024,0.0047368421052631,146.32392473118279,0.08879434733299614
0.01,0.0094736842105263,2.35752688172043,1.3004077592683543
0.016,0.0102631578947368,53.38978494623656,1.2244351122556798
0.018,0.0094736842105263,85.1263440860215,0.8712917084955658
0.018,0.0134210526315789,65.14247311827957,1.1871606402267212
0.028,0.001578947368421,159.7486559139785,0.018114645216336545
0.03,0.0078947368421052,160.0,0.09973584210986765
0.02,0.0142105263157894,82.73924731182795,1.0408670415222432
0.004,0.0031578947368421,0.0,
0.038,0.0007894736842105,176.9959677419355,0.006374248590261439
0.02,0.0,133.25,0.0027526972880852862
0.024,0.0,149.125,0.002458666937908438
0.006,0.015,0.5309139784946236,1.1066751793573042
0.016,0.0118421052631578,47.98118279569893,1.3095123940048057
0.012,0.0110526315789473,11.048387096774194,1.4846147327041048
0.028,0.0023684210526315,159.5228494623656,0.027381525667083507
0.014,0.001578947368421,46.586021505376344,0.700740565356039
0.04,0.0,179.875,0.0036402553135053343
0.038,0.0102631578947368,182.1263440860215,0.16779912487023807
0.024,0.0142105263157894,118.51747311827957,0.642719032571339
0.03,0.0007894736842105,164.15994623655914,0.008395477969935686
0.038,0.0055263157894736,177.24462365591398,0.0608243791649568
0.014,0.0,51.994623655913976,0.3474667877719526
0.026,0.0110526315789473,141.75,0.2800451074642742
0.026,0.0086842105263157,146.95833333333334,0.17132780607438475
0.012,0.0086842105263157,10.091397849462366,1.4260468407019498
0.012,0.0126315789473684,11.443548387096774,1.5117637323095867
0.03,0.0071052631578947,160.79569892473117,0.0848578412098937
0.01,0.0031578947368421,0.0013440860215053765,
0.008,0.0047368421052631,0.0013440860215053765,
