ou_mean,ou_std,TI_V_num_-200_0,TI_V_mean_-200_0,TI_V_median_-200_0,TI_V_num_-200_-70,TI_V_mean_-200_-70,TI_V_median_-200_-70,TI_V_num_-70_-50,TI_V_mean_-70_-50,TI_V_median_-70_-50,TI_V_num_-50_0,TI_V_mean_-50_0,TI_V_median_-50_0,TIM_V_num_-200_0,TIM_V_mean_-200_0,TIM_V_median_-200_0,TIM_V_num_-200_-70,TIM_V_mean_-200_-70,TIM_V_median_-200_-70,TIM_V_num_-70_-50,TIM_V_mean_-70_-50,TIM_V_median_-70_-50,TIM_V_num_-50_0,TIM_V_mean_-50_0,TIM_V_median_-50_0
0.005078947368421,0.0110526315789473,317218,-65.93262403839164,-64.88542486938024,105479,-78.22695640046129,-76.69415786808909,201008,-60.99307103141545,-60.80193006656762,10731,-37.612410415013095,-43.74238582711166,317311,-65.6129369005017,-64.6409033300253,102343,-77.76135194103718,-76.2990501391313,204443,-60.982431990189724,-60.757792555047615,10525,-37.42947608201131,-43.60421822884532
0.0133684210526315,0.0102631578947368,315879,-60.72946259397275,-60.19983677536155,41425,-74.68620437975895,-73.74297073706803,257817,-59.971853984167616,-59.46600015514645,16637,-37.71848408089563,-43.95175581841661,315874,-60.62041691085745,-60.22083270555123,36930,-74.48767602661572,-73.40065490968045,262464,-60.10870431869814,-59.63168105802835,16480,-37.69494692563625,-43.93353751331782
-0.0015526315789473,0.0078947368421052,319451,-82.11832293500538,-81.24124208662015,242050,-88.58878210015435,-86.64849772800841,75355,-62.546979554372456,-63.153998389108125,2046,-37.457491812471545,-43.66681733328964,319591,-82.65653046982403,-82.34274685505386,249825,-88.31234916217771,-86.80003690781729,68253,-62.95018830399656,-63.64113286762865,1513,-37.74712334951007,-43.829897257436365
-0.0015526315789473,0.0007894736842105,319996,-79.98045508000314,-79.98516657540893,319996,-79.98045508000314,-79.98516657540893,0,,,0,,,319996,-80.02980299852297,-80.06063601476777,319996,-80.02980299852297,-80.06063601476777,0,,,0,,
0.0150263157894736,0.0063157894736842,315663,-57.94718308009226,-58.07775912316089,6589,-72.24328494849708,-71.65439105459589,291852,-58.81314821392974,-58.25945920986949,17222,-37.80256158133172,-44.21779297443466,315642,-57.8845001691986,-57.97416947460951,6657,-72.17506454199574,-71.60704743546144,291755,-58.74480057273185,-58.14409676766634,17230,-37.795746178336366,-44.218887800315045
-0.0015526315789473,0.0126315789473684,318957,-83.51658184848836,-80.9667043455473,227845,-92.5635944009671,-88.57557670365686,87117,-61.965061700107675,-62.21167318251812,3995,-37.50586989528661,-43.403065802250914,318983,-83.45146097036536,-81.4292424835061,231313,-91.98936711439679,-89.11596201407902,83766,-62.01220063967684,-62.37236162622297,3904,-37.58885773422528,-43.689096284265744
0.0083947368421052,0.0063157894736842,316694,-60.14580814416558,-59.826392109341995,25073,-73.30560504417011,-72.60403444694556,278801,-59.992820076889444,-59.51091762932788,12820,-37.735327525666364,-44.078590837604864,316685,-59.983201079159805,-59.64801164808416,22575,-73.18914417974132,-72.3769156827031,281409,-59.92970695152857,-59.408855662764836,12701,-37.69594523056101,-44.00101839220661
0.0001052631578947,0.0094736842105263,318827,-74.5548913568992,-73.03070135346195,184104,-84.36547955723798,-82.0172195604874,130173,-61.97330386727145,-62.362160812749636,4550,-37.547079983744105,-43.77965832966879,318804,-73.99020165801964,-72.8686365434281,183645,-83.50675342728722,-81.42866502400112,130622,-61.88089451177002,-62.155287976815416,4537,-37.41862757608701,-43.658806067958565
0.0017631578947368,0.0063157894736842,318580,-66.64549125507828,-65.95965909048013,110872,-76.90590447306968,-75.79397728373769,202348,-61.79333979739809,-61.97708184254739,5360,-37.584037682976316,-43.811703460744376,318616,-66.25210681779443,-65.51641446456043,103990,-76.69183617670191,-75.45804750201697,209462,-61.77478589801443,-61.926064270940806,5164,-37.63110342239889,-43.85375382578486
-0.0048684210526315,0.0071052631578947,319982,-99.68679072442202,-99.84231507403126,315875,-100.14074102499882,-100.04857505990161,4051,-65.14564196725468,-66.61380717119779,56,-37.805405377864055,-43.48350777316908,319989,-99.86737828741661,-100.21158422162958,317237,-100.17373572091326,-100.3405144647591,2723,-64.83123489618394,-66.74944982279303,29,-38.33307912062134,-44.501767069817156
